Year,Année,ISO,Jurisdiction,Juridiction,Fire size class,"Classe de superficie à l'extinction",Number,Data Qualifier,Nombre,Qualificatifs de données
1993,1993,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,5,a,5,a
1993,1993,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",351,a,351,a
1993,1993,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",234,a,234,a
1993,1993,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",211,a,211,a
1993,1993,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",70,a,70,a
1993,1993,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
1993,1993,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",973,a,973,a
1993,1993,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",73,a,73,a
1993,1993,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",55,a,55,a
1993,1993,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
1993,1993,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",31,a,31,a
1993,1993,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",19,a,19,a
1993,1993,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,3,a,3,a
1993,1993,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",55,a,55,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",119,a,119,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",74,a,74,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",228,a,228,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",23,a,23,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",4,a,4,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",1,a,1,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",5,a,5,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,6,a,6,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",26,a,26,a
1993,1993,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",100,a,100,a
1993,1993,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",65,a,65,a
1993,1993,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
1993,1993,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",134,a,134,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",140,a,140,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",102,a,102,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",17,a,17,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",35,a,35,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",32,a,32,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,27,a,27,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000 ha,Plus de 100 000 ha,1,a,1,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",119,a,119,a
1993,1993,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",607,a,607,a
1993,1993,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",89,a,89,a
1993,1993,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",4,a,4,a
1993,1993,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",25,a,25,a
1993,1993,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",11,a,11,a
1993,1993,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,6,a,6,a
1993,1993,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",11,a,11,a
1993,1993,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1993,1993,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",13,a,13,a
1993,1993,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1993,1993,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
1993,1993,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1993,1993,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
1993,1993,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",3,a,3,a
1993,1993,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",115,a,115,a
1993,1993,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",72,a,72,a
1993,1993,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
1993,1993,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",17,a,17,a
1993,1993,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1993,1993,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
1993,1993,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",333,a,333,a
1993,1993,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",200,a,200,a
1993,1993,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",88,a,88,a
1993,1993,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",6,a,6,a
1993,1993,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",61,a,61,a
1993,1993,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",32,a,32,a
1993,1993,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,18,a,18,a
1993,1993,SK,Saskatchewan,Saskatchewan,Over 100 000 ha,Plus de 100 000 ha,1,a,1,a
1993,1993,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",239,a,239,a
1993,1993,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",22,a,22,a
1993,1993,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",26,a,26,a
1993,1993,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1993,1993,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",11,a,11,a
1993,1993,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",12,a,12,a
1993,1993,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,11,a,11,a
1993,1993,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",52,a,52,a
1994,1994,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",292,a,292,a
1994,1994,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",167,a,167,a
1994,1994,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
1994,1994,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",51,a,51,a
1994,1994,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",17,a,17,a
1994,1994,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,6,a,6,a
1994,1994,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",395,a,395,a
1994,1994,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",689,a,689,a
1994,1994,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",314,a,314,a
1994,1994,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",114,a,114,a
1994,1994,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",25,a,25,a
1994,1994,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,7,a,7,a
1994,1994,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",2908,a,2908,a
1994,1994,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",164,a,164,a
1994,1994,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",126,a,126,a
1994,1994,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",15,a,15,a
1994,1994,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",83,a,83,a
1994,1994,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",49,a,49,a
1994,1994,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,21,a,21,a
1994,1994,MB,Manitoba,Manitoba,Over 100 000 ha,Plus de 100 000 ha,4,a,4,a
1994,1994,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",93,a,93,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",153,a,153,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",76,a,76,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",11,a,11,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",277,a,277,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",29,a,29,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",18,a,18,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",3,a,3,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",68,a,68,a
1994,1994,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",76,a,76,a
1994,1994,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",43,a,43,a
1994,1994,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",5,a,5,a
1994,1994,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",139,a,139,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",179,a,179,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",148,a,148,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",30,a,30,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",81,a,81,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",41,a,41,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,40,a,40,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000 ha,Plus de 100 000 ha,7,a,7,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",127,a,127,a
1994,1994,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",757,a,757,a
1994,1994,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",221,a,221,a
1994,1994,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1994,1994,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",65,a,65,a
1994,1994,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",20,a,20,a
1994,1994,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,14,a,14,a
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",10,a,10,a
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",6,a,6,a
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",0,a,0,a
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",27,a,27,a
1994,1994,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",153,a,153,a
1994,1994,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",87,a,87,a
1994,1994,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1994,1994,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",21,a,21,a
1994,1994,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",15,a,15,a
1994,1994,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,3,a,3,a
1994,1994,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",218,a,218,a
1994,1994,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",231,a,231,a
1994,1994,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",100,a,100,a
1994,1994,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",17,a,17,a
1994,1994,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",50,a,50,a
1994,1994,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",17,a,17,a
1994,1994,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,25,a,25,a
1994,1994,SK,Saskatchewan,Saskatchewan,Over 100 000 ha,Plus de 100 000 ha,2,a,2,a
1994,1994,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",255,a,255,a
1994,1994,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",38,a,38,a
1994,1994,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",42,a,42,a
1994,1994,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",15,a,15,a
1994,1994,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",23,a,23,a
1994,1994,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",22,a,22,a
1994,1994,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,36,a,36,a
1994,1994,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",79,a,79,a
1995,1995,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",240,a,240,a
1995,1995,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",173,a,173,a
1995,1995,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1995,1995,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",53,a,53,a
1995,1995,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",12,a,12,a
1995,1995,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,8,a,8,a
1995,1995,AB,Alberta,Alberta,Over 100 000 ha,Plus de 100 000 ha,2,a,2,a
1995,1995,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",318,a,318,a
1995,1995,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",314,a,314,a
1995,1995,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",226,a,226,a
1995,1995,BC,British Columbia,Colombie-Britannique,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1995,1995,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",51,a,51,a
1995,1995,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",8,a,8,a
1995,1995,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,5,a,5,a
1995,1995,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",868,a,868,a
1995,1995,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",232,a,232,a
1995,1995,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",117,a,117,a
1995,1995,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",26,a,26,a
1995,1995,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",80,a,80,a
1995,1995,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",30,a,30,a
1995,1995,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,35,a,35,a
1995,1995,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",142,a,142,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",118,a,118,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",55,a,55,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",10,a,10,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",364,a,364,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",19,a,19,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",21,a,21,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",7,a,7,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",37,a,37,a
1995,1995,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",153,a,153,a
1995,1995,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",69,a,69,a
1995,1995,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",7,a,7,a
1995,1995,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",178,a,178,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",52,a,52,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",49,a,49,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",11,a,11,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",17,a,17,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",14,a,14,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,15,a,15,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000 ha,Plus de 100 000 ha,6,a,6,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",54,a,54,a
1995,1995,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",1495,a,1495,a
1995,1995,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",388,a,388,a
1995,1995,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",14,a,14,a
1995,1995,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",128,a,128,a
1995,1995,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",71,a,71,a
1995,1995,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,53,a,53,a
1995,1995,ON,Ontario,Ontario,Over 100 000 ha,Plus de 100 000 ha,1,a,1,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",8,a,8,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",10,a,10,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",0,a,0,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",11,a,11,a
1995,1995,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",272,a,272,a
1995,1995,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",184,a,184,a
1995,1995,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",13,a,13,a
1995,1995,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",92,a,92,a
1995,1995,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",43,a,43,a
1995,1995,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,21,a,21,a
1995,1995,QC,Quebec,Québec,Over 100 000 ha,Plus de 100 000 ha,1,a,1,a
1995,1995,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",639,a,639,a
1995,1995,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",198,a,198,a
1995,1995,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",95,a,95,a
1995,1995,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",23,a,23,a
1995,1995,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",31,a,31,a
1995,1995,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",33,a,33,a
1995,1995,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,32,a,32,a
1995,1995,SK,Saskatchewan,Saskatchewan,Over 100 000 ha,Plus de 100 000 ha,4,a,4,a
1995,1995,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",235,a,235,a
1995,1995,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",25,a,25,a
1995,1995,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",17,a,17,a
1995,1995,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",6,a,6,a
1995,1995,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",12,a,12,a
1995,1995,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",11,a,11,a
1995,1995,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,13,a,13,a
1995,1995,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",64,a,64,a
1996,1996,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",114,a,114,a
