AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
48,FALSE,CAL FIRE Riverside Unit,,2017,TRUE,Riverside,33,,,,2018-01-09T10:21:00Z,,FALSE,TRUE,,,,33.58577,-116.07429,FALSE,Serenas Fire,100,,TRUE,2017-05-28T15:27:00Z,Finalized,,,,,
47,FALSE,CAL FIRE San Benito-Monterey Unit,,2017,TRUE,San Benito,35,,,,2018-01-09T13:46:00Z,,FALSE,TRUE,,,,36.38109,-121.00391,FALSE,Bitterwater Fire,100,,TRUE,2017-11-25T16:46:00Z,Finalized,,,,,
47,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,San Luis Obispo,40,,,,2018-01-09T12:03:00Z,,FALSE,TRUE,,,,35.06472,-120.5634,FALSE,Zenon Fire,100,,TRUE,2017-07-20T14:43:00Z,Finalized,,,,,
46,FALSE,CAL FIRE / USFS - Cleveland National Forest,,2017,FALSE,Riverside,33,,,,2018-01-09T12:45:00Z,,FALSE,TRUE,,,,33.6444,-117.3968,FALSE,Canyon Fire,100,,TRUE,2017-08-27T14:51:00Z,Finalized,,,,,
46,FALSE,San Bernardino National Forest,,2017,FALSE,San Bernardino,36,,,,2018-01-09T11:54:00Z,,FALSE,TRUE,,,,34.149,-117.189,FALSE,Hidden Fire,100,,TRUE,2017-07-12T15:29:00Z,Finalized,,,,,
46,FALSE,CAL FIRE Siskiyou Unit,,2017,TRUE,Siskiyou,47,,,,2018-01-09T10:27:00Z,,FALSE,TRUE,,,,41.8721,-122.4571,TRUE,Whitepine Fire,100,,TRUE,2017-06-06T16:38:00Z,Finalized,,,,,
45,FALSE,City of Riverside Fire Department,,2017,FALSE,Riverside,33,,,,2018-01-09T13:49:00Z,,FALSE,TRUE,,,,33.9885,-117.38417,FALSE,Riverbottom Fire,100,,TRUE,2017-12-21T11:16:00Z,Finalized,,,,,
45,FALSE,Los Padres National Forest,,2017,FALSE,San Luis Obispo,40,,,,2018-01-09T13:34:00Z,,FALSE,TRUE,,,,35.28738,-120.44448,FALSE,Pozo Fire,100,,TRUE,2017-10-09T14:30:00Z,Finalized,,,,,
45,FALSE,CAL FIRE Shasta-Trintiy Unit,,2017,TRUE,Shasta,45,,,,2018-01-09T09:41:00Z,,FALSE,TRUE,,,,40.48712,-121.85645,FALSE,Grace Fire,100,,TRUE,2017-04-03T16:00:00Z,Finalized,,,,,
44,FALSE,CAL FIRE Santa Clara Unit,,2017,TRUE,Alameda,1,,,,2018-01-09T12:45:00Z,,FALSE,TRUE,,,,37.56181,-121.56425,FALSE,Mines Fire,100,,TRUE,2017-08-27T17:45:00Z,Finalized,,,,,
43,FALSE,CAL FIRE Tehama-Glenn Unit ,,2017,TRUE,Tehama,52,,,,2018-01-09T13:46:00Z,,FALSE,TRUE,,,,39.81517,-122.28165,FALSE,Roser Fire,100,,TRUE,2017-11-02T14:40:00Z,Finalized,,,,,
43,FALSE,CAL FIRE San Benito-Monterey Unit,,2017,TRUE,Monterey,27,,,,2018-01-09T13:19:00Z,,FALSE,TRUE,,,,36.17297,-120.87609,FALSE,Pine Fire,100,,TRUE,2017-09-11T15:11:00Z,Finalized,,,,,
42,FALSE,CAL FIRE San Benito-Monterey Unit,,2017,TRUE,Monterey,27,,,,2018-01-09T11:11:00Z,,FALSE,TRUE,,,,35.96275,-121.08753,FALSE,Lockwood Fire,100,,TRUE,2017-06-29T20:44:00Z,Finalized,,,,,
42,FALSE,CAL FIRE Tehama-Glenn Unit,,2017,TRUE,Tehama,52,,,,2018-01-09T11:07:00Z,,FALSE,TRUE,,,,40.10282,-122.27379,FALSE,Paskenta Fire,100,,TRUE,2017-06-24T11:15:00Z,Finalized,,,,,
42,FALSE,CAL FIRE Lassen-Modoc Unit,,2017,TRUE,Modoc,25,,,,2018-01-09T10:24:00Z,,FALSE,TRUE,,,,41.38247,-120.53443,FALSE,Jones Fire,100,,TRUE,2017-06-03T13:09:00Z,Finalized,,,,,
41,FALSE,Rogue-River-Siskiyou National Forest,,2017,FALSE,Siskiyou,47,,,,2018-01-09T12:38:00Z,,FALSE,TRUE,,,,41.99279,-122.9401,FALSE,Ward Fire,100,,TRUE,2017-08-13T12:41:00Z,Finalized,,,,,
41,FALSE,Los Angeles County Fire Department,,2017,TRUE,Los Angeles,19,,,,2018-01-09T11:11:00Z,,FALSE,TRUE,,,,34.10446,-118.70294,FALSE,Stokes Fire,100,,TRUE,2017-06-29T15:45:00Z,Finalized,,,,,
41,FALSE,Kern County Fire,,2017,TRUE,Kern,15,,,,2018-01-09T09:57:00Z,,FALSE,TRUE,,,,35.05076,-118.90004,FALSE,Feed Fire,100,,TRUE,2017-05-14T14:00:00Z,Finalized,,,,,
40,FALSE,CAL FIRE/Riverside County Fire and Riverside City Fire Department ,,2017,TRUE,Riverside,33,,,,2018-01-09T13:47:00Z,,FALSE,TRUE,,,,33.96514,-117.4764,FALSE,Riverdale Fire,100,,TRUE,2017-12-04T12:26:00Z,Finalized,,,,,
40,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T13:46:00Z,,FALSE,TRUE,,,,33.90327,-116.50151,FALSE,Palm Fire,100,,TRUE,2017-11-14T16:11:00Z,Finalized,,,,,
40,FALSE,San Bernardino County Fire and Rancho Cucamonga Fire District,,2017,FALSE,San Bernardino,36,,,,2018-01-09T13:45:00Z,,FALSE,TRUE,,,,34.13534,-117.4982,FALSE,Freeway Fire,100,,TRUE,2017-10-24T10:27:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Shasta-Trintiy Unit,,2017,TRUE,Shasta,45,,,,2018-01-09T13:31:00Z,,FALSE,TRUE,,,,40.70627,-122.24199,FALSE,Jones Fire,100,,TRUE,2017-10-08T04:53:00Z,Finalized,,,,,
40,FALSE,Kern County Fire,,2017,TRUE,Kern,15,,,,2018-01-09T13:29:00Z,,FALSE,TRUE,,,,35.59302,-118.46734,FALSE,Lakewood Fire,100,,TRUE,2017-09-29T15:58:00Z,Finalized,,,,,
40,FALSE,Six Rivers National Forest,,2017,FALSE,Del Norte,8,,,,2018-01-09T13:20:00Z,,FALSE,TRUE,,,,41.98128,-124.01168,FALSE,Hole Fire,100,,TRUE,2017-09-12T12:45:00Z,Finalized,,,,,
40,FALSE,Shasta Trinity National Forest,,2017,FALSE,Humboldt,12,,,,2018-01-09T12:46:00Z,,FALSE,TRUE,,,,41.02705,-123.63721,FALSE,Translator Fire,100,,TRUE,2017-08-28T08:01:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Tehama-Glenn Unit,,2017,TRUE,Tehama,52,,,,2018-01-09T12:45:00Z,,FALSE,TRUE,,,,40.29831,-122.70449,FALSE,Vestal Fire,100,,TRUE,2017-08-26T15:03:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2017,TRUE,Lake,17,,,,2018-01-09T11:59:00Z,,FALSE,TRUE,,,,38.86056,-122.62382,FALSE,Murphy Fire,100,,TRUE,2017-07-17T14:44:00Z,Finalized,,,,,
40,FALSE,Monterey County Regional Fire District,,2017,FALSE,Monterey,27,,,,2018-01-09T11:56:00Z,,FALSE,TRUE,,,,36.66684,-121.74826,FALSE,Reservation Fire,100,,TRUE,2017-07-16T11:17:00Z,Finalized,,,,,
39,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,Tuolumne,55,,,,2018-03-26T10:49:00Z,,FALSE,TRUE,,,,37.896778,-120.504134,FALSE,Table Fire,100,,TRUE,2017-09-19T00:22:00Z,Finalized,,,,,
39,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2017,TRUE,Yuba,58,,,,2018-01-09T12:05:00Z,,FALSE,TRUE,,,,39.06522,-121.3519,TRUE,Spenceville Fire,100,,TRUE,2017-07-24T14:56:00Z,Finalized,,5,,,
39,FALSE,Vallejo City Fire Department,,2017,FALSE,Solano,48,,,,2018-01-09T11:01:00Z,,FALSE,TRUE,,,,38.07481,-122.23004,FALSE,Toll Fire,100,,TRUE,2017-06-22T13:08:00Z,Finalized,,,,,
38,FALSE,Marin County Fire Department,,2017,TRUE,Marin,21,,,,2018-01-09T11:09:00Z,,FALSE,TRUE,,,,37.9775,-122.65749,FALSE,Pine Fire,100,,TRUE,2017-06-27T10:39:00Z,Finalized,,,,,
38,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,Tuolumne,55,,,,2018-01-09T10:31:00Z,,FALSE,TRUE,,,,37.85137,-120.45268,FALSE,Red Fire,100,,TRUE,2017-06-11T18:49:00Z,Finalized,,,,,
37,FALSE, Shasta-Trinity National Forest ,,2017,FALSE,Shasta,45,,,,2018-01-09T13:46:00Z,,FALSE,TRUE,,,,40.774,-122.309,FALSE, Bridge Fire,100,,TRUE,2017-10-31T11:22:00Z,Finalized,,,,,
36,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2017,TRUE,Mariposa,22,,,,2018-01-09T11:48:00Z,,FALSE,TRUE,,,,37.65963,-120.34802,FALSE,Banderilla Fire,100,,TRUE,2017-07-07T15:50:00Z,Finalized,,,,,
36,FALSE,CAL FIRE San Diego Unit / Cleveland National Forest,,2017,TRUE,San Diego,37,,,,2018-01-09T11:07:00Z,,FALSE,TRUE,,,,33.1683,-116.77342,FALSE,Black Fire,100,,TRUE,2017-06-25T12:09:00Z,Finalized,,,,,
35,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T13:28:00Z,,FALSE,TRUE,,,,33.74925,-117.10301,FALSE,Melba Fire,100,,TRUE,2017-09-29T18:01:00Z,Finalized,,,,,
35,FALSE,Marin County Fire,,2017,TRUE,Marin,21,,,,2018-01-09T11:54:00Z,,FALSE,TRUE,,,,38.08055,-122.77846,FALSE,Spaletta Fire,100,,TRUE,2017-07-12T16:15:00Z,Finalized,,,,,
35,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T11:43:00Z,,FALSE,TRUE,,,,33.99316,-117.48405,FALSE,Jurupa Fire,100,,TRUE,2017-07-04T15:20:00Z,Finalized,,,,,
35,FALSE,CAL FIRE Amador-El Dorado Unit,,2017,TRUE,Sacramento,34,,,,2018-01-09T11:09:00Z,,FALSE,TRUE,,,,38.45822,-120.92162,FALSE,Latrobe Fire,100,,TRUE,2017-06-27T07:39:00Z,Finalized,,,,,
35,FALSE,Kern County Fire Department,,2017,TRUE,Kern,15,,,,2018-01-09T10:29:00Z,,FALSE,TRUE,,,,35.37351,-118.84134,FALSE,Breckenridge Fire,100,,TRUE,2017-06-09T04:53:00Z,Finalized,,,,,
35,FALSE,CAL FIRE/ Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T10:07:00Z,,FALSE,TRUE,,,,33.96419,-117.20507,FALSE,Smiley Fire,100,,TRUE,2017-05-21T16:12:00Z,Finalized,,,,,
34,FALSE,Unified Command: CAL FIRE / San Bernardino County Fire,,2017,TRUE,San Bernardino,36,,,,2018-01-09T13:47:00Z,,FALSE,TRUE,,,,34.21829,-117.40625,FALSE,Meyers Fire,100,,TRUE,2017-12-05T13:28:00Z,Finalized,,,,,
34,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T13:19:00Z,,FALSE,TRUE,,,,33.73547,-117.33364,FALSE,Ellie Fire,100,,TRUE,2017-09-10T13:49:00Z,Finalized,,,,,
34,FALSE,CAL FIRE/Humboldt-Del Norte Unit,,2017,TRUE,Humboldt,12,,,,2018-01-09T12:49:00Z,,FALSE,TRUE,,,,40.03697,-123.64214,FALSE,Miller Fire,100,,TRUE,2017-08-31T13:57:00Z,Finalized,,,,,
34,FALSE,CAL FIRE San Benito-Monterey Unit,,2017,TRUE,San Benito,35,,,,2018-01-09T11:42:00Z,,FALSE,TRUE,,,,36.85596,-121.30983,FALSE,Valley Fire,100,,TRUE,2017-07-04T13:21:00Z,Finalized,,,,,
33,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T11:46:00Z,,FALSE,TRUE,,,,33.763304,-117.314994,FALSE,Christmas Fire,100,,TRUE,2017-07-07T12:56:00Z,Finalized,,,,,
33,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T10:32:00Z,,FALSE,TRUE,,,,33.584036,-116.972036,FALSE,Valley Fire,100,,TRUE,2017-06-13T12:00:00Z,Finalized,,,,,
33,FALSE,"Kern County Fire Department, CAL FIRE and Bureau of Land Management",,2017,TRUE,Kern,15,,,,2018-01-09T10:24:00Z,,FALSE,TRUE,,,,35.60633,-118.4642,FALSE,Creek Fire ,100,,TRUE,2017-06-04T22:11:00Z,Finalized,,,,,
32,FALSE,Shasta-Trinity National Forest,,2017,FALSE,Trinity,53,,,,2018-01-09T12:16:00Z,,FALSE,TRUE,,,,40.804,-123.375,FALSE,Sandy Fire,100,,TRUE,2017-08-02T11:13:00Z,Finalized,,,,,
32,FALSE,Shasta-Trinity National Forest,,2017,FALSE,Trinity,53,,,,2018-01-09T12:17:00Z,,FALSE,TRUE,,,,40.79902,-123.39253,FALSE,Sandy Fire,100,,TRUE,2017-08-02T08:30:00Z,Finalized,,,,,
32,FALSE,CALFIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T11:54:00Z,,FALSE,TRUE,,,,33.62613,-117.07975,FALSE,Washington Fire,100,,TRUE,2017-07-13T10:28:00Z,Finalized,,,,,
32,FALSE,CAL FIRE San Benito-Monterey Unit,,2017,TRUE,Monterey,27,,,,2018-01-09T10:34:00Z,,FALSE,TRUE,,,,35.90092,-120.93371,TRUE,Shore Fire,100,,TRUE,2017-06-16T15:49:00Z,Finalized,,,,,
32,FALSE,CAL FIRE San Benito-Monterey Unit,,2017,TRUE,Monterey,27,,,,2018-01-09T10:30:00Z,,FALSE,TRUE,,,,35.902149,-120.983684,FALSE,Pleyto Fire,100,,TRUE,2017-06-11T18:12:00Z,Finalized,,,,,
31,FALSE,CAL FIRE San Benito-Monterey Unit,,2017,TRUE,Monterey,27,,,,2018-01-09T13:40:00Z,,FALSE,TRUE,,,,36.5858,-121.80377,FALSE,York Fire,100,,TRUE,2017-10-15T14:55:00Z,Finalized,,,,,
31,FALSE,CAL FIRE / Fresno County Fire,,2017,TRUE,Fresno,10,,,,2018-01-09T12:44:00Z,,FALSE,TRUE,,,,36.099681,-120.443545,FALSE,Juniper Fire,100,,TRUE,2017-08-23T13:28:00Z,Finalized,,,,,
31,FALSE,Kern County Fire,,2017,TRUE,Kern,15,,,,2018-01-09T09:55:00Z,,FALSE,TRUE,,,,35.60001,-118.4683,FALSE,Hub Fire,100,,TRUE,2017-05-12T05:05:00Z,Finalized,,,,,
30,FALSE,Los Angeles County Fire,,2017,FALSE,Los Angeles,19,,,,2018-03-22T16:34:00Z,,FALSE,TRUE,,,,34.52055,-118.62882,FALSE,Castaic Fire,100,,TRUE,2017-08-31T16:32:00Z,Finalized,,,,,
30,FALSE,CAL FIRE Humboldt-Del Norte Unit,,2017,TRUE,Humboldt,12,,,,2018-01-09T12:18:00Z,,FALSE,TRUE,,,,40.27582,-123.64281,FALSE,Blocksburg Fire,100,,TRUE,2017-08-03T16:41:00Z,Finalized,,,,,
30,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T11:42:00Z,,FALSE,TRUE,,,,33.96896,-117.25411,FALSE,Timber Fire,100,,TRUE,2017-07-03T19:31:00Z,Finalized,,,,,
29,FALSE,USFS - El Dorado National Forest,,2017,FALSE,El Dorado,9,,,,2018-01-09T13:35:00Z,,FALSE,TRUE,,,,38.77921,-120.46234,FALSE,Ice Fire,100,,TRUE,2017-10-10T15:36:00Z,Finalized,,,,,
29,FALSE,CAL FIRE Tehema-Glenn Unit,,2017,TRUE,Tehama,52,,,,2018-01-09T11:51:00Z,,FALSE,TRUE,,,,40.29118,-122.42606,FALSE,Benson Fire,100,,TRUE,2017-07-08T18:58:00Z,Finalized,,,,,
28,FALSE,CAL FIRE / Butte County Fire,,2017,TRUE,Butte,4,,,,2018-01-09T13:24:00Z,,FALSE,TRUE,,,,39.8255,-121.7127,FALSE,32 Fire,100,,TRUE,2017-09-25T11:03:00Z,Finalized,,,,,
28,FALSE,CAL FIRE Lassen-Modoc Unit,,2017,TRUE,Modoc,25,,,,2018-01-09T12:48:00Z,,FALSE,TRUE,,,,41.4844,-120.36659,FALSE,4-4 Fire,100,,TRUE,2017-08-30T11:38:00Z,Finalized,,,,,
28,FALSE,CAL FIRE Humboldt-Del Norte Unit,,2017,TRUE,Del Norte,8,,,,2018-01-09T11:08:00Z,,FALSE,TRUE,,,,41.93323,-124.19629,FALSE,Shore Fire,100,,TRUE,2017-06-26T21:30:00Z,Finalized,,,,,
28,FALSE,CAL FIRE/Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T10:33:00Z,,FALSE,TRUE,,,,33.79925,-117.11659,FALSE,Nuevo Fire,100,,TRUE,2017-06-15T15:51:00Z,Finalized,,,,,
27,FALSE,CAL FIRE Lassen-Modoc Unit,,2017,TRUE,Modoc,25,,,,2018-01-09T12:48:00Z,,FALSE,TRUE,,,,41.64469,-120.31814,TRUE,4-10 Fire,100,,TRUE,2017-08-30T14:50:00Z,Finalized,,,,,
27,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T10:24:00Z,,FALSE,TRUE,,,,33.82165,-116.96079,FALSE,Vernon Fire,100,,TRUE,2017-06-03T12:09:00Z,Finalized,,,,,
26,FALSE,Wheatland Fire Protection District ,,2017,TRUE,Yuba,58,,,,2018-01-09T13:25:00Z,,FALSE,TRUE,,,,39.03168,-121.40947,FALSE,Jasper Fire,100,,TRUE,2017-09-26T15:20:00Z,Finalized,,,,,
26,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T10:59:00Z,,FALSE,TRUE,,,,33.71025,-117.31924,FALSE,Trellis Fire,100,,TRUE,2017-06-18T16:03:00Z,Finalized,,,,,
26,FALSE,CAL FIRE/Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T10:23:00Z,,FALSE,TRUE,,,,33.94788,-116.59719,FALSE,Fairview Fire,100,,TRUE,2017-06-01T16:12:00Z,Finalized,,,,,
25,FALSE,CAL FIRE San Diego Unit,,2017,TRUE,San Diego,37,,,,2018-01-09T13:40:00Z,,FALSE,TRUE,,,,33.18716,-116.50897,FALSE,Wilson Fire,100,,TRUE,2017-10-15T14:05:00Z,Finalized,,,,,
25,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,San Luis Obispo,40,,,,2018-01-09T13:23:00Z,,FALSE,TRUE,,,,35.76343,-121.04445,FALSE,Cove Fire,100,,TRUE,2017-09-23T15:40:00Z,Finalized,,,,,
25,FALSE,CAL FIRE / San Diego County Fire Authority ,,2017,TRUE,San Diego,37,,,,2018-01-09T13:19:00Z,,FALSE,TRUE,,,,32.59252,-116.61609,FALSE,Border 9 Fire,100,,TRUE,2017-09-07T15:41:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Shasta-Trinity Unit,,2017,TRUE,Shasta,45,,,,2018-01-09T12:49:00Z,,FALSE,TRUE,,,,40.71923,-122.02525,FALSE,Hopper Fire,100,,TRUE,2017-09-01T11:21:00Z,Finalized,,,,,
25,FALSE,CAL FIRE San Diego Unit,,2017,TRUE,San Diego,37,,,,2018-01-09T11:09:00Z,,FALSE,TRUE,,,,32.7789,-116.8516,FALSE,Sloane Fire,100,,TRUE,2017-06-27T09:38:00Z,Finalized,,,,,
25,FALSE,Madera County Fire,,2017,TRUE,Madera,20,,,,2018-01-09T10:35:00Z,,FALSE,TRUE,,,,37.02081,-119.95136,FALSE,Road Fire,100,,TRUE,2017-06-18T14:04:00Z,Finalized,,,,,
25,FALSE,Los Angeles County Fire Department,,2017,TRUE,Los Angeles,19,,,,2018-01-09T10:24:00Z,,FALSE,TRUE,,,,34.29931,-118.37539,FALSE,5 Fire,100,,TRUE,2017-06-03T15:39:00Z,Finalized,,,,,
25,FALSE,CAL FIRE San Diego Unit,,2017,TRUE,San Diego,37,,,,2018-01-09T10:10:00Z,,FALSE,TRUE,,,,32.679,-116.29296,FALSE,Ribbonwood Fire,100,,TRUE,2017-05-24T15:30:00Z,Finalized,,,,,
23,FALSE,CAL FIRE/ Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T13:32:00Z,,FALSE,TRUE,,,,33.50488,-117.02132,FALSE,Portola Fire,100,,TRUE,2017-10-10T14:57:00Z,Finalized,,,,,
22,FALSE,Oakland City Fire Department,,2017,FALSE,Alameda,1,,,,2018-01-09T13:25:00Z,,FALSE,TRUE,,,,37.77982,-122.169,FALSE,Edwards Fire,100,,TRUE,2017-09-26T12:22:00Z,Finalized,,,,,
22,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,Calaveras,5,,,,2018-01-09T11:44:00Z,,FALSE,TRUE,,,,38.20176,-120.67848,FALSE,Gold Fire,100,,TRUE,2017-07-05T16:56:00Z,Finalized,,,,,
22,FALSE,Sonoma-Lake Napa Unit,,2017,TRUE,Napa,28,4,2,6,2018-01-09T10:31:00Z,,FALSE,TRUE,,,,38.68347,-122.2654,TRUE,Refuge Fire,100,80,TRUE,2017-06-13T10:18:00Z,Finalized,,,,,
21,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,San Luis Obispo,40,,,,2018-01-09T13:42:00Z,,FALSE,TRUE,,,,35.41112,-120.00353,FALSE,Soda Fire,100,,TRUE,2017-10-20T12:13:00Z,Finalized,,,,,
21,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2017,TRUE,Lake,17,,,,2018-01-09T13:19:00Z,,FALSE,TRUE,,,,39.01748,-122.49327,FALSE,Mule Fire,100,,TRUE,2017-09-05T14:55:00Z,Finalized,,,,,
21,FALSE,CAL FIRE Tulare Unit,,2017,TRUE,Tulare,54,,,,2018-01-09T11:44:00Z,,FALSE,TRUE,,,,36.10858,-118.81979,FALSE,Globe Fire,100,,TRUE,2017-07-05T08:24:00Z,Finalized,,,,,
21,FALSE,CAL FIRE/Butte County Fire,,2017,TRUE,Butte,4,,,,2018-01-09T11:00:00Z,,FALSE,TRUE,,,,39.364,-121.4143,FALSE,Highway Fire,100,,TRUE,2017-06-22T09:49:00Z,Finalized,,,,,
21,FALSE,CAL FIRE Shasta_Trintiy Unit,,2017,TRUE,Shasta,45,,,,2018-01-09T10:32:00Z,,FALSE,TRUE,,,,0,0,FALSE,Platina Fire,100,,TRUE,2017-06-13T12:47:00Z,Finalized,,,,,
21,FALSE,CAL FIRE San Benito-Monterey Unit,,2017,TRUE,San Benito,35,,,,2018-01-09T10:07:00Z,,FALSE,TRUE,,,,36.35578,-120.99552,FALSE,Bitterwater Fire,100,,TRUE,2017-05-22T04:50:00Z,Finalized,,,,,
20,FALSE,CAL FIRE Humboldt-Del Norte Unit,,2017,TRUE,Humboldt,12,,,,2018-01-09T13:30:00Z,,FALSE,TRUE,,,,40.88516,-123.96844,TRUE,Blue Fire,100,,TRUE,2017-10-08T16:40:00Z,Finalized,,,,,
20,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2017,TRUE,Sonoma,49,,,,2018-01-09T13:30:00Z,,FALSE,TRUE,,,,38.51937,-123.24713,FALSE,Fort Fire,100,,TRUE,2017-10-07T20:00:00Z,Finalized,,,,,
20,FALSE,CAL FIRE Tehama-Glenn Unit ,,2017,TRUE,Tehama,52,,,,2018-01-09T13:29:00Z,,FALSE,TRUE,,,,40.20077,-122.24731,FALSE,36 Fire,100,,TRUE,2017-10-03T16:22:00Z,Finalized,,,,,
20,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,Tuolumne,55,,,,2018-01-09T12:16:00Z,,FALSE,TRUE,,,,37.65986,-120.31157,FALSE,Falls Fire,100,,TRUE,2017-08-01T16:33:00Z,Finalized,,,,,
20,FALSE,San Bernardino National Forest - USFS ,,2017,FALSE,San Bernardino,36,,,,2018-01-09T12:03:00Z,,FALSE,TRUE,,,,34.139,-117.199,FALSE,Seine Fire,100,,TRUE,2017-07-22T15:49:00Z,Finalized,,,,,
20,FALSE,CAL FIRE Mendocino Unit,,2017,TRUE,Mendocino,23,,,,2018-01-09T11:58:00Z,,FALSE,TRUE,,,,39.13207,-123.10227,TRUE,Range Fire,100,,TRUE,2017-07-17T12:37:00Z,Finalized,,,,,
20,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T10:32:00Z,,FALSE,TRUE,,,,33.52584,-116.85226,FALSE,Reed Fire,100,,TRUE,2017-06-13T17:21:00Z,Finalized,,,,,
20,FALSE,CAL FIRE Santa Clara Unit,,2017,TRUE,Contra Costa,7,,,,2018-01-09T10:26:00Z,,FALSE,TRUE,,,,37.86549,-122.2102,FALSE,Fish Fire,100,,TRUE,2017-06-05T13:17:00Z,Finalized,,,,,
20,FALSE,CAL FIRE/Fresno County Fire,,2017,TRUE,Kings,16,,,,2018-01-09T10:04:00Z,,FALSE,TRUE,,,,35.983,-119.91508,FALSE,City Fire,100,,TRUE,2017-05-18T12:54:00Z,Finalized,,,,,
20,FALSE,CAL FIRE San Benito-Monterey Unit,,2017,TRUE,Monterey,27,,,,2018-01-09T09:56:00Z,,FALSE,TRUE,,,,35.77082,-120.92482,FALSE,Nacimiento Fire,100,,TRUE,2017-05-14T12:00:00Z,Finalized,,,,,
19,FALSE,CAL FIRE/Riverside County Fire Department,,2017,TRUE,Riverside,33,,,,2018-01-09T13:49:00Z,,FALSE,TRUE,,,,33.88994,-116.91023,FALSE,Longhorn Fire,100,,TRUE,2017-12-13T15:27:00Z,Finalized,,,,,
19,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2017,TRUE,Nevada,29,,,,2018-01-09T13:33:00Z,,FALSE,TRUE,,,,39.06414,-121.13737,FALSE,Garden Fire,100,,TRUE,2017-10-10T12:30:00Z,Finalized,,,,,
19,FALSE,CAL FIRE/Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T12:38:00Z,,FALSE,TRUE,,,,33.797216,-117.124538,FALSE,Nuevo Fire,100,,TRUE,2017-08-13T13:34:00Z,Finalized,,,,,
19,FALSE,Six Rivers National Forest,,2017,FALSE,Humboldt,12,,,,2018-01-09T12:16:00Z,,FALSE,TRUE,,,,40.39799,-123.57562,FALSE,Sway Fire,100,,TRUE,2017-08-01T10:23:00Z,Finalized,,,,,
19,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,Stanislaus,50,,,,2018-01-09T12:01:00Z,,FALSE,TRUE,,,,37.81827,-120.65764,FALSE,Willms Fire,100,,TRUE,2017-07-18T22:39:00Z,Finalized,,,,,
19,FALSE,CAL FIRE Siskiyou Unit,,2017,TRUE,Siskiyou,47,,,,2018-01-09T11:08:00Z,,FALSE,TRUE,,,,40.703775,-122.645079,TRUE,King Fire,100,,TRUE,2017-06-26T12:30:00Z,Finalized,,,,,
19,FALSE,Kern County Fire,,2017,TRUE,Kern,15,,,,2018-01-09T09:54:00Z,,FALSE,TRUE,,,,35.71704,-118.30601,FALSE,Fay Fire,100,,TRUE,2017-05-01T12:44:00Z,Finalized,,,,,
