AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
150,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,San Luis Obispo,40,,,,2018-01-09T10:33:00Z,,FALSE,TRUE,,,,35.6871,-120.3187,FALSE,Lucy Fire,100,,TRUE,2017-06-14T11:44:00Z,Finalized,,,,,
150,FALSE,Madera County Fire Department,,2017,TRUE,Madera,20,,,,2018-01-09T10:01:00Z,,FALSE,TRUE,,,,36.90967,-119.79315,FALSE,41 Fire,100,,TRUE,2017-05-17T15:30:00Z,Finalized,,,,,
150,FALSE,USFS - San Bernardino National Forest,,2017,FALSE,San Bernardino,36,,,,2018-01-09T09:53:00Z,,FALSE,TRUE,,,,34.30104,-117.45646,FALSE,Tower Fire,100,,TRUE,2017-04-30T16:03:00Z,Finalized,,,,,
148,FALSE,Six Rivers National Forest,,2017,FALSE,Trinity,53,,,,2018-01-09T13:36:00Z,,FALSE,TRUE,,,,40.46836,-123.51619,FALSE,River Fire,100,,TRUE,2017-10-14T16:00:00Z,Finalized,,,,,
146,FALSE,CAL FIRE Mendocino Unit,,2017,TRUE,Mendocino,23,,,,2018-01-09T13:22:00Z,,FALSE,TRUE,,,3,39.02482,-123.1362,TRUE,Grape Fire,100,,TRUE,2017-09-19T13:02:00Z,Finalized,,,,,
143,FALSE,CAL FIRE / Butte County Fire,,2017,TRUE,Butte,4,,,,2018-01-09T13:27:00Z,,FALSE,TRUE,,,,40.07613,-121.56858,FALSE,Soda Fire,100,,TRUE,2017-09-28T14:46:00Z,Finalized,,,,,
140,FALSE,CAL FIRE Amador - El Dorado Unit,,2017,TRUE,El Dorado,9,,,,2018-01-09T12:06:00Z,,FALSE,TRUE,,,,38.559707,-120.70013,TRUE,Ranch Fire,100,,TRUE,2017-07-26T13:58:00Z,Finalized,,,,,
136,FALSE,CAL FIRE Amador-El Dorado Unit,,2017,TRUE,El Dorado,9,,,,2018-01-09T13:21:00Z,,FALSE,TRUE,,,,38.5758,-120.915,TRUE,French Fire,100,,TRUE,2017-09-17T15:18:00Z,Finalized,,,,,
135,FALSE,Los Angles County Fire Department,,2017,FALSE,Los Angeles,19,,,,2018-01-09T12:07:00Z,,FALSE,TRUE,,,,34.792882,-118.851943,FALSE,Gorman Fire,100,,TRUE,2017-07-28T15:25:00Z,Finalized,,,,,
135,FALSE,CAL FIRE Tulare Unit,,2017,TRUE,Tulare,54,10,,20,2018-01-09T10:32:00Z,,FALSE,TRUE,,1,2,35.8556,-118.74542,TRUE,King Fire,100,212,TRUE,2017-06-13T17:00:00Z,Finalized,,,,,2
134,FALSE,CAL FIRE / Butte County Fire,,2017,TRUE,Butte,4,,,,2018-01-09T10:34:00Z,,FALSE,TRUE,,,,39.69717,-121.75417,FALSE,Skyway Fire,100,,TRUE,2017-06-16T09:27:00Z,Finalized,,,,,
130,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,Calaveras,5,,,,2018-01-09T13:33:00Z,,FALSE,TRUE,,,,38.40234,-120.52953,TRUE,Point Fire,100,,TRUE,2017-10-09T01:10:00Z,Finalized,,4,,,
130,FALSE,CAL FIRE San Diego Unit,,2017,TRUE,San Diego,37,10,3,20,2018-01-09T12:50:00Z,,FALSE,TRUE,,2,,32.6001,-116.76997,TRUE,Border Fire,100,220,TRUE,2017-09-01T04:20:00Z,Finalized,,,,,7
130,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,San Luis Obispo,40,,,,2018-01-09T09:54:00Z,,FALSE,TRUE,,,,35.78286,-120.22647,FALSE,Olive Fire,100,,TRUE,2017-05-02T14:32:00Z,Finalized,,,,,
128,FALSE,CAL FIRE Shasta-Trinity Unit,,2017,TRUE,Shasta,45,,,,2018-01-09T11:16:00Z,,FALSE,TRUE,,,,40.69554,-122.0122,FALSE,Oak Fire,100,,TRUE,2017-07-01T00:48:00Z,Finalized,,,,,
126,FALSE,CAL FIRE Fresno-Kings Unit,,2017,TRUE,Fresno,10,,,,2018-01-09T09:52:00Z,,FALSE,TRUE,,,,36.5355,-120.6585,FALSE,Tumey Fire,100,,TRUE,2017-04-29T17:15:00Z,Finalized,,,,,
125,FALSE,CAL FIRE Madera-Mariposa-Merced Unit ,,2017,TRUE,Mariposa,22,,,,2018-01-09T12:40:00Z,,FALSE,TRUE,,,,37.62823,-120.30046,FALSE,Coronado Fire,100,,TRUE,2017-08-13T16:23:00Z,Finalized,,,,,
124,FALSE,CAL FIRE Tuolumne-Calaveras Unit ,,2017,TRUE,Tuolumne,55,,,,2018-01-09T12:14:00Z,,FALSE,TRUE,,,,37.90014,-120.36005,FALSE,Twist Fire,100,,TRUE,2017-07-30T16:28:00Z,Finalized,,,,,
122,FALSE,CAL FIRE/Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T12:19:00Z,,FALSE,TRUE,,,,34.009026,-117.239099,FALSE,Stewart Fire,100,,TRUE,2017-08-04T14:25:00Z,Finalized,,,,,
120,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,San Luis Obispo,40,,,,2018-01-09T12:50:00Z,,FALSE,TRUE,,,,35.31886,-120.50886,FALSE,Margarita Fire,100,,TRUE,2017-09-03T16:59:00Z,Finalized,,,,,
120,FALSE,CAL FIRE/Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T10:16:00Z,,FALSE,TRUE,,,,33.88287,-116.99651,FALSE,Lamb Fire,100,,TRUE,2017-05-25T14:48:00Z,Finalized,,,,,
117,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,Calaveras,5,,,,2018-01-09T11:58:00Z,,FALSE,TRUE,,,,38.29113,-120.62177,TRUE,Maria Fire,100,,TRUE,2017-07-17T12:55:00Z,Finalized,,,,,
116,FALSE,CAL FIRE Santa Clara Unit,,2017,TRUE,Alameda,1,,,,2018-01-09T13:41:00Z,,FALSE,TRUE,,,,37.7393,-121.85663,FALSE,Fallon Fire,100,,TRUE,2017-10-17T14:00:00Z,Finalized,,,,,
114,FALSE,CAL FIRE Sonoma-Lake-Napa Unit ,,2017,TRUE,Napa,28,1,,5,2018-01-09T12:35:00Z,,FALSE,TRUE,,,,38.49336,-122.2483,TRUE,Canyon Fire,100,55,TRUE,2017-08-11T12:57:00Z,Finalized,,,,,
111,FALSE,CAL FIRE / Fresno County Fire,,2017,TRUE,Fresno,10,,,,2018-01-09T12:45:00Z,,FALSE,TRUE,,,,36.93332,-119.43376,FALSE,Flat Fire,100,,TRUE,2017-08-26T14:31:00Z,Finalized,,,,,
111,FALSE,CAL FIRE / Butte County Fire,,2017,TRUE,Butte,4,,,,2018-01-09T11:01:00Z,,FALSE,TRUE,,,,39.38416,-121.5786,FALSE,Lone Fire,100,,TRUE,2017-06-22T11:10:00Z,Finalized,,,,,
105,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,San Luis Obispo,40,,,,2018-01-09T13:26:00Z,,FALSE,TRUE,,,,35.3024,-120.65279,FALSE,Poly Fire,100,,TRUE,2017-09-26T15:30:00Z,Finalized,,,,,
105,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T10:33:00Z,,FALSE,TRUE,,,,33.950382,-116.884446,FALSE,Canyon Fire,100,,TRUE,2017-06-15T11:36:00Z,Finalized,,,,,
103,FALSE,Unified Command: CAL FIRE/Butte County and Chico Fire Department,,2017,TRUE,Butte,4,,,,2018-04-12T14:52:00Z,,FALSE,TRUE,,,,39.76243,-121.74121,FALSE,Humboldt Fire,100,,TRUE,2017-07-19T16:02:00Z,Finalized,,,,,
102,FALSE,CAL FIRE Fresno-Kings Unit,,2017,TRUE,Fresno,10,,,,2018-01-09T12:48:00Z,,FALSE,TRUE,,,,36.36113,-120.32685,FALSE,Coalinga Fire,100,,TRUE,2017-08-30T16:51:00Z,Finalized,,,,,
101,FALSE,San Jose Fire Department,,2017,FALSE,Santa Clara,43,,,,2018-01-09T11:53:00Z,,FALSE,TRUE,,,,37.39801,-121.8179,FALSE,Lariat Fire,100,,TRUE,2017-07-11T16:51:00Z,Finalized,,,,,
100,FALSE,CAL FIRE San Diego Unit,,2017,TRUE,San Diego,37,,,,2018-01-09T13:41:00Z,,FALSE,TRUE,,,,32.64962,-116.37345,FALSE,Church Fire,100,,TRUE,2017-10-21T13:04:00Z,Finalized,,,,,
100,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2017,TRUE,Sonoma,49,,,,2018-04-05T12:01:00Z,,FALSE,TRUE,,,,38.46123,-122.58152,TRUE,Oakmont Fire (Central LNU Complex),100,,TRUE,2017-10-14T20:35:00Z,Finalized,,,,,
100,FALSE,CAL FIRE Sonoma Lake Napa Unit,,2017,TRUE,Lake,17,,,,2018-01-09T13:38:00Z,,FALSE,TRUE,,,,39.0199,-122.57487,FALSE,Long Fire,100,,TRUE,2017-10-14T05:00:00Z,Finalized,,,,,
100,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2017,TRUE,Solano,48,,,,2018-01-09T13:29:00Z,,FALSE,TRUE,,,,38.43658,-121.97233,FALSE,Timm Fire,100,,TRUE,2017-10-02T09:37:00Z,Finalized,,,,,
100,FALSE,CAL FIRE Santa Clara Unit/Gilroy Fire Dept,,2017,TRUE,Santa Clara,43,,,,2018-01-09T12:50:00Z,,FALSE,TRUE,,,,36.99092,-121.59899,FALSE,Bally Fire,100,,TRUE,2017-09-03T19:17:00Z,Finalized,,,,,
100,FALSE,CAL FIRE Fresno-Kings Unit,,2017,TRUE,Fresno,10,,,,2018-01-09T12:51:00Z,,FALSE,TRUE,,,,36.09486,-120.52189,FALSE,Parkfield Fire,100,,TRUE,2017-09-03T09:23:00Z,Finalized,,,,,
100,FALSE,CAL FIRE Santa Clara Unit,,2017,TRUE,Santa Clara,43,,,,2018-01-09T12:39:00Z,,FALSE,TRUE,,,,37.14653,-121.68165,FALSE,Tilton Fire,100,,TRUE,2017-08-11T14:55:00Z,Finalized,,,,,
100,FALSE,San Bernardino National Forest,,2017,FALSE,San Bernardino,36,,,,2018-01-09T12:16:00Z,,FALSE,TRUE,,,,34.19076,-117.26969,FALSE,Mile Fire,100,,TRUE,2017-07-31T14:44:00Z,Finalized,,,,,
99,FALSE,CAL FIRE San Bernardino Unit,,2017,TRUE,San Bernardino,36,,,,2018-01-09T13:46:00Z,,FALSE,TRUE,,,,34.035344,-116.940661,FALSE,Oak Fire,100,,TRUE,2017-11-29T12:19:00Z,Finalized,,,,,
92,FALSE,CAL FIRE/Riverside County Fire/San Bernardino National Forest ,,2017,TRUE,Riverside,33,,,,2018-01-09T12:23:00Z,,FALSE,TRUE,,,,33.57139,-116.8247,TRUE,Reed Fire,100,,TRUE,2017-08-07T14:14:00Z,Finalized,,,,,
91,FALSE,CAL FIRE/Fresno County Fire,,2017,TRUE,Fresno,10,,,,2018-01-09T11:45:00Z,,FALSE,TRUE,,,,36.95104,-119.65621,TRUE,Auberry Fire,100,,TRUE,2017-07-05T15:40:00Z,Finalized,,5,,,
91,FALSE,CAL FIRE/Butte County Fire,,2017,TRUE,Butte,4,,,,2018-01-09T10:27:00Z,,FALSE,TRUE,,,,39.52499,-121.64897,FALSE,Wilbur Fire,100,,TRUE,2017-06-06T12:43:00Z,Finalized,,,,,
90,FALSE, CAL FIRE Madera-Mariposa-Merced Unit,,2017,TRUE,Madera,20,,,,2018-01-09T11:46:00Z,,FALSE,TRUE,,,,37.09773,-120.02027,FALSE,Daulton Fire,100,,TRUE,2017-07-07T10:00:00Z,Finalized,,,,,
87,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2017,TRUE,Lake,17,,,,2018-01-09T13:29:00Z,,FALSE,TRUE,,,,39.15016,-122.576,TRUE,Ridge Fire,100,,TRUE,2017-10-06T14:38:00Z,Finalized,,,,,
86,FALSE,Ventura County Fire,,2017,TRUE,Ventura,56,,,,2018-01-09T13:45:00Z,,FALSE,TRUE,,,,34.34949,-119.30918,FALSE,Vista Fire,100,,TRUE,2017-10-24T14:44:00Z,Finalized,,,,,
85,FALSE,CAL FIRE/Riverside County Fire Department,,2017,TRUE,Riverside,33,,,,2018-01-09T12:49:00Z,,FALSE,TRUE,,,,117.337331,34.015742,FALSE,Marlborough Fire,100,,TRUE,2017-08-31T10:13:00Z,Finalized,,,,,
85,FALSE,CAL FIRE Humboldt-Del Norte Unit,,2017,TRUE,Humboldt,12,,,,2018-01-09T12:17:00Z,,FALSE,TRUE,,,,40.11794,-123.76099,FALSE,Saw Fire,100,,TRUE,2017-08-03T11:58:00Z,Finalized,,,,,
85,FALSE,USFS - San Bernardino National Forest,,2017,FALSE,San Bernardino,36,,,,2018-01-09T12:03:00Z,,FALSE,TRUE,,,,34.20152,-117.14466,FALSE,Dollar Fire,100,,TRUE,2017-07-22T13:35:00Z,Finalized,,,,,
85,FALSE,CAL FIRE Santa Clara Unit,,2017,TRUE,Santa Clara,43,,,,2018-01-09T11:11:00Z,,FALSE,TRUE,,,,37.3344,-121.71752,FALSE,Ranch Fire,100,,TRUE,2017-06-29T13:56:00Z,Finalized,,,,,
82,FALSE,CAL FIRE San Benito-Monterey,,2017,TRUE,Monterey,27,,,,2018-01-09T12:27:00Z,,FALSE,TRUE,,,,35.86596,-120.64584,FALSE,Country Fire,100,,TRUE,2017-08-07T18:08:00Z,Finalized,,,,,
81,FALSE,Camp Pendleton - Cleveland National Forest,,2017,FALSE,San Diego,37,,,,2018-01-09T13:38:00Z,,FALSE,TRUE,,,,33.38613,-117.46709,FALSE,Loma Fire,100,,TRUE,2017-10-13T15:40:00Z,Finalized,,,,,
80,FALSE,Bureau of Indian Affairs,,2017,FALSE,El Dorado,9,,,,2018-01-09T13:49:00Z,,FALSE,TRUE,,,,38.869036,-119.61865,FALSE,Holiday Fire,100,,TRUE,2017-12-28T20:51:00Z,Finalized,,,,,
79,FALSE,Plumas National Forest,,2017,TRUE,Plumas,32,,,,2018-01-09T13:18:00Z,,FALSE,TRUE,,,,40.13278,-120.9204,FALSE,Mills File,100,,TRUE,2017-09-03T20:32:00Z,Finalized,,,,,
79,FALSE,CAL FIRE Tulare Unit,,2017,TRUE,Tulare,54,,,,2018-01-09T10:23:00Z,,FALSE,TRUE,,,,35.89423,-119.00334,FALSE,Fountain Fire ,100,,TRUE,2017-05-31T11:30:00Z,Finalized,,,,,
78,FALSE,CAL FIRE Santa Clara Unit,,2017,TRUE,Santa Clara,43,,,,2018-01-09T12:04:00Z,,FALSE,TRUE,,,,36.96607,-121.55552,FALSE,Castro Fire,100,,TRUE,2017-07-23T16:07:00Z,Finalized,,,,,
78,FALSE,CAL FIRE Tehama-Glenn Unit,,2017,TRUE,Tehama,52,,,,2018-01-09T10:25:00Z,,FALSE,TRUE,,,,40.38944,-122.13088,FALSE,Spring Fire ,100,,TRUE,2017-06-04T16:22:00Z,Finalized,,,,,
76,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2017,TRUE,Nevada,29,,,,2018-02-09T09:52:00Z,,FALSE,TRUE,,,,39.19325,-121.08406,TRUE,McCourtney Fire (Wind Complex),100,,TRUE,2017-10-09T00:00:00Z,Finalized,2,13,,,
76,FALSE,CALFIRE/Fresno County Fire,,2017,TRUE,Fresno,10,,,,2018-01-09T10:31:00Z,,FALSE,TRUE,,,,36.8005,-119.35901,FALSE,Tivy Fire,100,,TRUE,2017-06-11T22:45:00Z,Finalized,,,,,
74,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,San Luis Obispo,40,,,,2018-01-09T13:26:00Z,,FALSE,TRUE,,,,35.5956,-120.56068,FALSE,Linne Fire,100,,TRUE,2017-09-26T16:45:00Z,Finalized,,,,,
74,FALSE,CAL FIRE Amador-El Dorado Unit,,2017,TRUE,El Dorado,9,2,,5,2018-01-09T11:50:00Z,,FALSE,TRUE,,,,38.7803,-120.97111,TRUE,Axel Fire,100,,TRUE,2017-07-08T16:38:00Z,Finalized,,,,,1
74,FALSE,Unified Command -  CAL FIRE San Bernardino Unit / Redlands Fire Department,,2017,TRUE,San Bernardino,36,,,,2018-01-09T11:47:00Z,,FALSE,TRUE,,,,34.07612,-117.06765,FALSE,Bryant Fire,100,,TRUE,2017-07-07T15:45:00Z,Finalized,,,,,
73,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,San Luis Obispo,40,,,,2018-01-09T13:37:00Z,,FALSE,TRUE,,,,35.78616,-120.96514,FALSE,Lynch Fire,100,,TRUE,2017-10-13T12:14:00Z,Finalized,,,,,
72,FALSE,CAL FIRE/Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T12:01:00Z,,FALSE,TRUE,,,,33.75526,-117.25075,FALSE,Ellis Fire,100,,TRUE,2017-07-18T15:34:00Z,Finalized,,,,,
70,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,San Luis Obispo,40,,,,2018-01-09T12:17:00Z,,FALSE,TRUE,,,,35.4403,-120.2913,FALSE,Camatta Fire,100,,TRUE,2017-08-02T10:33:00Z,Finalized,,,,,
70,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2017,TRUE,Colusa,6,4,4,10,2018-01-09T11:58:00Z,,FALSE,TRUE,,2,,39.01224,-122.20127,TRUE,Sand Fire,100,76,TRUE,2017-07-17T13:17:00Z,Finalized,,,,,3
70,FALSE,CAL FIRE Santa Clara Unit,,2017,TRUE,Santa Clara,43,,,,2018-01-09T11:52:00Z,,FALSE,TRUE,,,,37.25014,-121.68562,FALSE,Felipe Fire,100,,TRUE,2017-07-10T15:54:00Z,Finalized,,,,,
70,FALSE,CAL FIRE Fresno-Kings Unit,,2017,TRUE,Fresno,10,,,,2018-01-09T10:05:00Z,,FALSE,TRUE,,,,36.60736,-120.5828,FALSE,Manning Fire,100,,TRUE,2017-05-19T23:28:00Z,Finalized,,,,,
69,FALSE,CAL FIRE / Fresno County Fire,,2017,TRUE,Fresno,10,,,,2018-01-09T12:46:00Z,,FALSE,TRUE,,,,36.7279,-119.28241,FALSE,Hill Fire,100,,TRUE,2017-08-27T18:47:00Z,Finalized,,,,,
68,FALSE,CAL FIRE Amador-El Dorado Unit,,2017,TRUE,Sacramento,34,,,,2018-01-09T10:22:00Z,,FALSE,TRUE,,,,38.33707,-121.11113,FALSE,Clay Fire,100,,TRUE,2017-06-01T15:38:00Z,Finalized,,,,,
67,FALSE,CAL FIRE Lassen-Modoc Unit,,2017,TRUE,Lassen,18,,,,2018-01-09T10:26:00Z,,FALSE,TRUE,,,,40.03392,-120.1064,FALSE,River Fire,100,,TRUE,2017-06-04T16:12:00Z,Finalized,,,,,
65,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,Stanislaus,50,,,,2018-01-09T10:59:00Z,,FALSE,TRUE,,,,37.82934,-120.68992,FALSE,Orange Fire,100,,TRUE,2017-06-21T14:45:00Z,Finalized,,,,,
63,FALSE,Riverside County Fire Department,,2017,TRUE,Riverside,33,,,,2018-01-09T12:07:00Z,,FALSE,TRUE,,,,33.81976,-117.18552,FALSE,Placentia Fire,100,,TRUE,2017-07-28T18:11:00Z,Finalized,,,,,
63,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2017,TRUE,Mariposa,22,,,,2018-01-09T10:33:00Z,,FALSE,TRUE,,,,37.36914,-120.0088,FALSE,Westfall Fire,100,,TRUE,2017-06-15T07:30:00Z,Finalized,,,,,
62,FALSE,CAL FIRE San Diego Unit,,2017,TRUE,San Diego,37,,,,2018-01-09T12:44:00Z,,FALSE,TRUE,,,,33.20988,-116.46989,FALSE,Montezuma Fire,100,,TRUE,2017-08-26T11:30:00Z,Finalized,,,,,
62,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2017,TRUE,Lake,17,,,,2018-01-09T12:28:00Z,,FALSE,TRUE,,,,38.94599,-122.81135,TRUE,Bottle Fire,100,,TRUE,2017-08-08T16:40:00Z,Finalized,,,,,
62,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,Stanislaus,50,,,,2018-01-09T11:48:00Z,,FALSE,TRUE,,,,37.64898,-120.4925,FALSE,Lake Fire,100,,TRUE,2017-07-08T11:00:00Z,Finalized,,,,,
60,FALSE,CAL FIRE Tehama-Glenn Unit,,2017,TRUE,Tehama,52,,,,2018-01-09T10:35:00Z,,FALSE,TRUE,,,,40.32063,-122.83208,FALSE,Bolla Fire,100,,TRUE,2017-06-18T07:15:00Z,Finalized,,,,,
59,FALSE,CAL FIRE Tulare Unit,,2017,TRUE,Tulare,54,,,,2018-01-09T11:59:00Z,,FALSE,TRUE,,,,36.18815,-118.78928,FALSE,Fox Fire,100,,TRUE,2017-07-17T15:32:00Z,Finalized,,,,,
59,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,Calaveras,5,,,,2018-01-09T11:53:00Z,,FALSE,TRUE,,,,38.18303,-120.85322,TRUE,Quail Fire,100,,TRUE,2017-07-12T13:10:00Z,Finalized,,,,,
58,FALSE,CAL FIRE Fresno-Kings Unit,,2017,TRUE,Fresno,10,,,,2018-01-09T13:36:00Z,,FALSE,TRUE,,,,36.7528,-119.2288,TRUE,Silver Fire,100,,TRUE,2017-10-11T15:59:00Z,Finalized,,3,,,
58,FALSE,USFS - Mendocino National Forest,,2017,FALSE,Lake,17,,,,2018-01-09T13:20:00Z,,FALSE,TRUE,,,,39.42604,-123.03344,FALSE,Slides Fire,100,,TRUE,2017-09-12T16:08:00Z,Finalized,,,,,
58,FALSE,CAL FIRE Tulare Unit,,2017,TRUE,Tulare,54,,,,2018-01-09T12:01:00Z,,FALSE,TRUE,,,,36.64404,-118.99944,FALSE,Hogback Fire,100,,TRUE,2017-07-18T15:50:00Z,Finalized,,,,,
58,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,San Luis Obispo,40,,,,2018-01-09T11:48:00Z,,FALSE,TRUE,,,,35.346,-120.62825,FALSE,Tower Fire,100,,TRUE,2017-07-07T16:23:00Z,Finalized,,,,,
57,FALSE,CAL FIRE Tehama-Glenn Unit,,2017,TRUE,Tehama,52,,,,2018-01-09T12:07:00Z,,FALSE,TRUE,,,,40.1583,-122.3209,FALSE,Live Fire,100,,TRUE,2017-07-28T13:24:00Z,Finalized,,,,,
57,FALSE,CAL FIRE / Fresno County Fire,,2017,TRUE,Fresno,10,,,,2018-01-09T11:43:00Z,,FALSE,TRUE,,,,36.81476,-119.51592,FALSE,Freedom Fire,100,,TRUE,2017-07-04T13:21:00Z,Finalized,,,,,
56,FALSE,CAL FIRE Siskiyou Unit,,2017,TRUE,Siskiyou,47,,,,2018-01-09T10:59:00Z,,FALSE,TRUE,,,,41.93006,-122.36545,FALSE,Bogus Fire,100,,TRUE,2017-06-18T15:45:00Z,Finalized,,,,,
55,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2017,TRUE,Solano,48,,,,2018-01-09T13:23:00Z,,FALSE,TRUE,,,,38.4446,-122.0041,TRUE,Estate Fire,100,,TRUE,2017-09-23T11:05:00Z,Finalized,1,2,,,
55,FALSE,CAL FIRE Siskiyou Unit,,2017,TRUE,Siskiyou,47,,,,2018-01-09T12:47:00Z,,FALSE,TRUE,,,,41.99483,-121.90077,FALSE,Owens Fire,100,,TRUE,2017-08-29T15:39:00Z,Finalized,,,,,
55,FALSE,Los Angeles County Fire Department,,2017,FALSE,Los Angeles,19,,,,2018-01-09T11:11:00Z,,FALSE,TRUE,,,,34.03941,-118.58624,FALSE,Topanga Fire,100,,TRUE,2017-06-29T15:09:00Z,Finalized,,,,,
54,FALSE,Shasta-Trinity National Forest ,,2017,FALSE,Siskiyou,47,,,,2018-01-09T12:46:00Z,,FALSE,TRUE,,,,41.222,-122.292,FALSE,Bradley Fire,100,,TRUE,2017-08-28T22:00:00Z,Finalized,,,,,
54,FALSE,Shasta-Trinity National Forest,,2017,FALSE,Siskiyou,47,,,,2018-01-09T12:46:00Z,,FALSE,TRUE,,,,41.222,-122.27499,FALSE,Bradley Fire,100,,TRUE,2017-08-28T21:38:00Z,Finalized,,,,,
54,FALSE,CAL FIRE Santa Clara Unit,,2017,TRUE,Santa Clara,43,,,,2018-01-09T11:00:00Z,,FALSE,TRUE,,,,37.33454,-121.76323,FALSE,Quimby Fire,100,,TRUE,2017-06-21T18:02:00Z,Finalized,,,,,
51,FALSE,CAL FIRE Santa Clara Unit,,2017,TRUE,Santa Clara,43,,,,2018-01-09T12:07:00Z,,FALSE,TRUE,,,,37.44485,-121.84108,FALSE,Weller Fire,100,,TRUE,2017-07-26T23:19:00Z,Finalized,,,,,
50,FALSE,Kern County Fire ,,2017,TRUE,Kern,15,,,,2018-01-09T13:45:00Z,,FALSE,TRUE,,,,35.21556,-118.56578,FALSE,Tank Fire,100,,TRUE,2017-10-26T11:55:00Z,Finalized,,,,,
50,FALSE,CAL FIRE/Riverside County Fire,,2017,TRUE,Riverside,33,,,,2018-01-09T13:42:00Z,,FALSE,TRUE,,,,33.8826,-117.00589,FALSE,Extension Fire,100,,TRUE,2017-10-23T10:31:00Z,Finalized,,,,,
50,FALSE,Angeles National Forest,,2017,FALSE,Los Angeles,19,,,,2018-01-09T13:40:00Z,,FALSE,TRUE,,,,34.22551,-118.05545,FALSE,Wilson Fire,100,,TRUE,2017-10-17T03:43:00Z,Finalized,,,,,
50,FALSE,CAL FIRE San Mateo-Santa Cruz Unit ,,2017,TRUE,San Mateo,41,4,,5,2018-01-09T13:20:00Z,,FALSE,TRUE,,,,37.41591,-122.3001,TRUE,Skeggs Fire,100,85,TRUE,2017-09-11T19:41:00Z,Finalized,,,,,
50,FALSE,Kern County Fire Department / Sequoia National Forest,,2017,FALSE,Kern,15,,,,2018-01-09T12:19:00Z,,FALSE,TRUE,,,,35.70639,-118.47307,FALSE,Calgary Fire,100,,TRUE,2017-08-05T13:16:00Z,Finalized,,,,,
50,FALSE,Santa Barbara County Fire,,2017,TRUE,Santa Barbara,42,,,,2018-01-09T11:59:00Z,,FALSE,TRUE,,,,34.72379,-120.13249,FALSE,Mesa Fire,100,,TRUE,2017-07-17T14:55:00Z,Finalized,,,,,
50,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2017,TRUE,Yuba,58,,,,2018-01-09T11:50:00Z,,FALSE,TRUE,,,,39.06308,-121.303,FALSE,West Fire,100,,TRUE,2017-07-08T16:47:00Z,Finalized,,,,,
50,FALSE,Ventura County Fire Department,,2017,FALSE,Ventura,56,,,,2018-01-09T11:43:00Z,,FALSE,TRUE,,,,34.20599,-118.98603,FALSE,Grade Fire,100,,TRUE,2017-07-04T14:45:00Z,Finalized,,,,,
50,FALSE,CAL FIRE/Riverside County Fire Department,,2017,TRUE,Riverside,33,,,,2018-01-09T11:41:00Z,,FALSE,TRUE,,,,33.87739,-117.16215,FALSE,Lago Fire,100,,TRUE,2017-07-03T15:14:00Z,Finalized,,,,,
50,FALSE,MCI Camp Pendleton,,2017,FALSE,San Diego,37,,,,2018-01-09T10:32:00Z,,FALSE,TRUE,,,,33.23281,-117.29509,FALSE,Douglas Fire,100,,TRUE,2017-06-13T14:31:00Z,Finalized,,,,,
48,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2017,TRUE,Madera,20,,,,2018-01-09T13:23:00Z,,FALSE,TRUE,,,,36.94652,-120.90462,FALSE,Power Fire,100,,TRUE,2017-09-20T21:07:00Z,Finalized,,,,,
